name,x,y,year,sex
Tristan,-3.401956,28.64045,1996.0,male
Isaiah,-4.928824,29.223799,2006.0,male
Malik,8.77452,29.412441,1996.0,male
Cole,-0.119823925,27.863354,2002.0,male
Angel,-1.2668493,23.546555,2006.0,male
Mason,-14.137311,28.187649,2011.0,male
Alejandro,4.9688873,21.53612,2001.0,male
Bryce,1.7773845,23.730537,2000.0,male
Brendan,10.181677,19.401485,1999.0,male
Jackson,-12.450435,28.913498,2013.0,male
Jake,3.976408,23.193783,2004.0,male
Sebastian,-11.677962,28.405764,2014.0,male
Gavin,-10.231102,30.43698,2008.0,male
Julian,-2.3982296,22.220673,2011.0,male
Aidan,-11.835747,33.75716,2003.0,male
Xavier,-3.7697105,26.945826,2007.0,male
Carson,-10.0844755,28.121403,2010.0,male
Colby,8.315448,23.570793,2001.0,male
Dominic,-1.3862545,22.215967,2013.0,male
Jaden,-12.556129,33.028328,2007.0,male
Owen,-12.461391,26.114098,2014.0,male
Hayden,-6.3645244,30.501217,2006.0,male
Diego,-7.4560843,30.999779,2006.0,male
Riley,-2.4377918,27.017097,2006.0,male
Aiden,-22.54534,30.076893,2011.0,male
Jayden,-22.117989,30.04019,2010.0,male
Colin,4.532496,20.678608,2004.0,male
Landon,-15.919494,29.086817,2010.0,male
Ashton,-9.628402,30.79692,2004.0,male
Carter,-17.046673,28.679121,2014.0,male
Wyatt,-12.856308,28.278461,2014.0,male
Brayden,-20.017523,30.185778,2010.0,male
Caden,-13.249268,33.129402,2007.0,male
Kaden,-13.778885,32.752026,2006.0,male
Liam,-23.364435,27.888075,2014.0,male
Brady,-0.81884336,23.392233,2007.0,male
Cooper,-16.72919,29.838228,2010.0,male
Brody,-19.754383,29.697031,2008.0,male
Ayden,-23.470718,29.857206,2012.0,male
Josiah,-13.550695,27.748188,2014.0,male
Colton,-5.1427293,27.678501,2013.0,male
Eli,-17.219193,26.873625,2012.0,male
Levi,-5.8846126,23.946693,2014.0,male
Parker,-8.808939,28.304163,2013.0,male
Oliver,-10.152199,21.994759,2014.0,male
Max,-0.8266595,17.17297,2011.0,male
Jaxon,-25.774273,28.937479,2014.0,male
Bentley,-28.487276,27.896406,2012.0,male
Nolan,-6.8697376,24.197577,2014.0,male
Grayson,-22.663914,27.58677,2014.0,male
Bryson,-14.82099,27.90203,2012.0,male
Jace,-22.0243,27.633726,2013.0,male
Hudson,-24.47186,27.989756,2014.0,male
Easton,-26.264452,28.181944,2014.0,male
Kayden,-24.987436,29.630621,2014.0,male
Damian,-2.433784,23.345087,2013.0,male
Ryder,-25.01337,29.001587,2014.0,male
Jase,-28.523382,27.179562,2013.0,male
Jaxson,-26.629118,28.740416,2014.0,male
Lincoln,-24.263239,26.468168,2014.0,male
Camden,-20.38045,28.701923,2013.0,male
Asher,-23.482641,28.341888,2014.0,male
